game_id,season,week,home_team,away_team,p_market_cal,p_home_model,p_meta,p_final,edge,pred_home_score,pred_away_score,pred_margin,pred_total,consistency_flag
2025_03_GB_CLE,2025,3,CLE,GB,0.2277958043492211,0.27101666,0.40306009566034706,0.4030601,0.17526430407401195,21.4392968896913,23.483936335851595,-2.0446394461602964,44.923233225542894,
2025_03_LA_PHI,2025,3,PHI,LAR,0.6213279660261977,0.63636315,0.7873209544613476,0.787321,0.16599300546275497,22.420541137717457,23.544674476532357,-1.1241333388149002,45.965215614249814,
2025_03_ATL_CAR,2025,3,CAR,ATL,0.3617841041269173,0.32083985,0.47623459987739203,0.47623459,0.11445048091985088,21.6199901799017,23.592516084131972,-1.9725259042302739,45.21250626403367,
2025_03_PIT_NE,2025,3,NE,PIT,0.4784958244464319,0.22805344,0.3724382052072189,0.3724382,-0.1060576320788782,21.862065100042408,23.23853057506151,-1.3764654750191028,45.10059567510392,
