game_id,season,week,home_team,away_team,p_market_cal,p_model,p_meta,edge
2024_17_LAC_NE,2024,17,NE,LAC,0.30008236127120463,0.113731146,0.10050635017133173,-0.19957601109987289
2024_17_DEN_CIN,2024,17,CIN,DEN,0.6091152250255846,0.71269184,0.7573959995048084,0.14828077447922383
