game_id,season,week,home_team,away_team,p_market_cal,p_model,p_meta,edge
2024_03_SF_LA,2024,3,LAR,SF,0.3301218031275334,0.14560655,0.1339878109754602,-0.19613399215207322
2024_03_PHI_NO,2024,3,NO,PHI,0.5669616131403782,0.7192893,0.7497130903027153,0.18275147716233708
2024_03_WAS_CIN,2024,3,CIN,WAS,0.7381757814571432,0.56600106,0.6849429888340549,-0.05323279262308833
