game_id,season,week,home_team,away_team,p_market_cal,p_model,p_meta,edge
2024_18_CIN_PIT,2024,18,PIT,CIN,0.4417996108162603,0.27805394,0.28897213856838433,-0.15282747224787596
2024_18_CHI_GB,2024,18,GB,CHI,0.7606859075437321,0.84628856,0.8989887653221933,0.13830285777846119
2024_18_BUF_NE,2024,18,NE,BUF,0.41611273466052895,0.2768226,0.27897405934150976,-0.1371386753190192
