game_id,season,week,home_team,away_team,p_market_cal,p_model,p_meta,edge
2024_10_NYG_CAR,2024,10,CAR,NYG,0.30404631344132804,0.120664924,0.10711623205808588,-0.19693008138324217
2024_10_ATL_NO,2024,10,NO,ATL,0.38679770104930333,0.5851956,0.5576430715015379,0.17084537045223458
